disposals,round,teams,Player,odds,home,away
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,tom powell,3.40,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,jackson archer,4.30,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,josh goater,4.40,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,aidan corr,6.25,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,eddie ford,8.00,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,james sicily,1.08,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,will day,1.09,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,james worpel,1.17,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,conor nash,1.19,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,jai newcombe,1.20,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,jarman impey,1.30,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,karl amon,1.35,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,dylan moore,1.61,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,josh ward,1.70,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,blake hardwick,1.71,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,josh weddle,1.99,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,jack scrimshaw,2.25,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,connor macdonald,2.30,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,chad wingard,3.60,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,luke davies-uniacke,1.53,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,harry sheezel,1.60,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,tarryn thomas,3.10,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,bailey scott,3.20,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,liam shiels,4.10,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,george wardlaw,5.10,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,luke mcdonald,5.20,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,cameron zurhaar,8.50,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,tristan xerri,8.50,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,darcy tucker,10.00,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,tom powell,11.00,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,josh goater,17.00,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,jackson archer,18.00,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,james sicily,1.43,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,will day,1.54,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,james worpel,1.76,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,jai newcombe,1.92,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,conor nash,1.95,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,jarman impey,1.96,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,karl amon,2.70,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,dylan moore,3.30,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,blake hardwick,3.70,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,josh ward,3.70,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,josh weddle,4.10,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,connor macdonald,6.25,NTH,HAW
To Get 25 or More Disposals,R18,north-melbourne v hawthorn,jack scrimshaw,6.25,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,harry sheezel,2.60,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,luke davies-uniacke,2.80,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,tarryn thomas,8.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,bailey scott,9.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,liam shiels,9.50,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,george wardlaw,12.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,luke mcdonald,16.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,tristan xerri,23.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,cameron zurhaar,29.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,james sicily,2.35,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,will day,2.90,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,james worpel,3.35,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,jarman impey,3.60,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,jai newcombe,4.10,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,conor nash,4.30,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,karl amon,8.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,dylan moore,9.25,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,josh weddle,9.50,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,blake hardwick,10.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,josh ward,10.00,NTH,HAW
To Get 30 or More Disposals,R18,north-melbourne v hawthorn,jack scrimshaw,19.00,NTH,HAW
To Get 15 or More Disposals,R18,west-coast v richmond,liam duggan,SUS,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,dom sheed,1.10,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,jeremy mcgovern,1.10,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,alex witherden,1.14,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,jayden hunt,1.24,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,elijah hewett,1.47,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,jack petruccelle,1.49,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,brady hough,1.73,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,sam petrevski-seton,1.73,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,reuben ginbey,1.88,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,bailey j. williams (wce),2.25,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,jamie cripps,2.35,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,tom barrass,2.75,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,noah long,2.90,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,shai bolton,SUS,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,daniel rioli,1.06,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,dustin martin,1.06,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,nick vlastuin,1.11,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,liam baker,1.22,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,jack ross,1.26,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,nathan broad,1.36,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,noah balta,1.36,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,jack graham,1.37,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,trent cotchin,1.50,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,ivan soldo,1.89,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,kamdyn mcintosh,1.93,WCE,RCH
To Get 15 or More Disposals,R18,west-coast v richmond,marlion pickett,2.20,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,tim kelly,SUS,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,luke shuey,1.20,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,liam duggan,1.22,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,shannon hurn,1.22,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,dom sheed,1.36,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,jeremy mcgovern,1.56,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,alex witherden,1.60,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,jayden hunt,1.93,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,elijah hewett,3.35,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,jack petruccelle,3.40,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,sam petrevski-seton,3.60,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,brady hough,3.70,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,reuben ginbey,5.70,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,bailey j. williams (wce),6.50,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,jamie cripps,8.25,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,tom barrass,9.00,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,jacob hopper,1.26,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,dion prestia,1.27,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,dustin martin,1.28,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,shai bolton,1.30,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,daniel rioli,1.48,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,nick vlastuin,1.69,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,jack ross,2.25,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,liam baker,2.25,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,trent cotchin,2.45,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,jack graham,2.70,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,nathan broad,2.70,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,noah balta,2.75,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,marlion pickett,5.20,WCE,RCH
To Get 20 or More Disposals,R18,west-coast v richmond,ivan soldo,5.30,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,tim kelly,1.30,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,liam duggan,1.75,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,dom sheed,1.95,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,shannon hurn,1.95,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,luke shuey,1.96,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,alex witherden,2.95,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,jeremy mcgovern,3.10,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,jayden hunt,4.00,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,brady hough,11.00,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,sam petrevski-seton,11.00,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,elijah hewett,12.50,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,jack petruccelle,12.50,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,tim taranto,1.22,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,dustin martin,1.98,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,jacob hopper,2.08,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,dion prestia,2.20,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,shai bolton,2.20,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,daniel rioli,3.25,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,nick vlastuin,4.00,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,trent cotchin,5.10,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,jack ross,6.25,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,liam baker,7.00,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,jack graham,8.25,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,nathan broad,8.25,WCE,RCH
To Get 25 or More Disposals,R18,west-coast v richmond,noah balta,8.75,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,tim kelly,2.10,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,liam duggan,3.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,dom sheed,3.15,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,shannon hurn,4.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,luke shuey,4.30,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,alex witherden,6.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,jeremy mcgovern,8.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,jayden hunt,9.50,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,tim taranto,1.86,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,dustin martin,3.50,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,jacob hopper,4.40,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,shai bolton,4.80,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,dion prestia,5.30,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,daniel rioli,9.25,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,trent cotchin,11.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,nick vlastuin,13.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,jack ross,19.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,liam baker,26.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,jack graham,29.00,WCE,RCH
To Get 30 or More Disposals,R18,west-coast v richmond,nathan broad,29.00,WCE,RCH
